ID_Ocorrencia,ID_Colaborador,Data_Ausencia,Tipo_Ausencia,Horas_Perdidas
bf1e8366-4b8e-43d4-8e76-07adf7a67b94,3,2025-10-16,Atestado Médico,8.0
1d7bc313-cde2-4f1c-96b6-0afcded255d0,3,2022-08-07,Atestado Médico,8.0
2408a6dc-1346-41a9-b680-2cdb77e490c7,3,2023-12-28,Falta Injustificada,8.0
dc322c97-39c1-4262-b76c-8edec1101266,3,2025-12-06,Atestado Médico,8.0
fadd7ea3-aca5-42fd-b966-442aad238d36,3,2025-02-20,Atestado Médico,8.0
cdf974a7-d882-45c1-b79e-fd7065bcc272,3,2024-04-12,Falta Injustificada,8.0
ca6a2224-171e-46cc-9da3-6f1b8eac0a33,3,2023-12-04,Atestado Médico,8.0
895ccd99-43b3-4eb4-8390-2c5d6502d6a2,3,2025-08-30,Atestado Médico,8.0
ac3e7b0d-5e5b-413d-b46c-db771fa382e8,3,2026-03-06,Falta Injustificada,8.0
95a5bafa-431d-429f-ac1e-86d8bfbf397b,3,2026-05-29,Atraso,4.4
f0b6f83f-a377-46f1-9289-f0ab618ae305,3,2025-03-08,Atestado Médico,8.0
3bdbc09e-acc2-46a0-9bbc-91f75f18e583,3,2022-05-08,Atestado Médico,8.0
e25d36eb-9e9a-4f83-8668-03ee78b2b549,3,2025-08-11,Atestado Médico,8.0
ea4e3617-53f8-482b-8fb8-64e4f1738856,4,2023-04-17,Atestado Médico,8.0
102efde5-a5cc-4bf7-b8ab-854c9c2e58de,4,2025-07-07,Atestado Médico,8.0
e8cda0cc-76da-4ca0-92e8-2f38a2a9d4d8,5,2022-08-11,Atestado Médico,8.0
688613db-a634-4e78-8d5c-55c7b379cb1e,5,2025-07-10,Atestado Médico,8.0
f23e323d-0b9b-4934-a3c8-6d301dde7969,5,2021-11-04,Atestado Médico,8.0
7e1ca5a1-fef5-48a6-8dea-d6450986bbeb,5,2023-10-08,Atestado Médico,8.0
e3236d1a-3c1b-4acc-98e1-93311dba1267,5,2021-11-20,Atestado Médico,8.0
7421ff46-637e-4b01-a2ba-e10e899ca782,5,2025-08-07,Atestado Médico,8.0
be3e6e57-f30a-4e32-aba4-fc035efa9c5b,5,2024-11-20,Atestado Médico,8.0
6b4be411-8a4a-4e2d-b22b-5b98b24cc64f,5,2025-04-13,Atestado Médico,8.0
278ed00d-ba02-46ef-be05-5787965befdf,5,2026-03-25,Atraso,1.7
19597b5a-a7a8-4636-aa35-df59e2aa7a5d,5,2022-04-08,Atestado Médico,8.0
687a4850-9d9b-4231-bd45-d8efd56ce8ea,5,2025-03-24,Falta Injustificada,8.0
08601833-479d-4cda-b396-ea37f065c817,5,2023-01-06,Falta Injustificada,8.0
71818dcf-379e-4c6e-9edb-0d3cb0b63bcf,5,2026-05-27,Atestado Médico,8.0
dafec8a9-3c71-40be-b357-956071d79665,5,2021-07-01,Atestado Médico,8.0
af88bdec-fb1e-443b-996f-4dfa5cd8fe1a,5,2021-08-05,Atestado Médico,8.0
fa53e34d-e6d5-401d-8b62-1d415e09a9ee,5,2023-02-26,Atestado Médico,8.0
65ec7acd-0f80-45f5-9bd2-0c98a5135ea0,5,2025-10-19,Falta Injustificada,8.0
1f45dbfd-f7dc-47e0-b097-4b2b46a02a9b,5,2021-08-25,Atestado Médico,8.0
74685b98-d2fe-4fde-9918-b3e5f2f25eef,6,2023-04-23,Atestado Médico,8.0
a446be72-364c-411a-a9ab-364a1777e8cb,6,2023-05-26,Atestado Médico,8.0
0577aea9-f899-4246-98de-8ebba3b5cece,6,2023-09-18,Atestado Médico,8.0
3e5a87e3-5560-4b22-896b-5edb0cf2b69b,6,2022-02-11,Falta Injustificada,8.0
90882eaf-c977-4598-a03c-8c25fd235def,6,2022-09-01,Atestado Médico,8.0
c3e15a85-d46e-4104-9190-6f5034885a46,6,2024-04-10,Atestado Médico,8.0
3748967f-961d-43ba-b508-43f08de08fc2,6,2023-08-10,Atraso,5.0
541c7a86-3ba5-4d2f-9ea4-5c19d0243d72,6,2025-09-28,Falta Injustificada,8.0
e68933a9-c9e4-4e8c-a5c6-1c45c63d04ee,6,2022-04-22,Atestado Médico,8.0
dbc080fd-46fb-4bf3-80b9-d4a3989240ac,6,2022-04-02,Atestado Médico,8.0
21472a15-fcce-46f6-a50a-4578fbe94499,6,2022-04-12,Atestado Médico,8.0
2cabd7e7-cc6b-46e5-802a-df9c8a4b8f7c,6,2021-09-27,Atestado Médico,8.0
06998731-ddcf-4766-a93b-12cd1c24220e,6,2024-09-18,Atestado Médico,8.0
ca3c6f5f-5bb5-440c-83cd-e2e321bddb41,6,2026-03-07,Atestado Médico,8.0
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,6,2023-06-11,Atestado Médico,8.0
0d6a05b3-43ef-4016-ac9b-662e040a3aae,6,2024-10-09,Atestado Médico,8.0
86ad8a8c-6bc4-423e-bde1-3c1b20733f6d,6,2025-02-16,Atraso,2.7
79eb4168-1045-46e5-bee3-eb791d181ee9,6,2026-06-01,Atestado Médico,8.0
83639007-5cae-4610-872c-1fe372c22a16,7,2025-10-21,Atestado Médico,8.0
80fb9296-73b6-409b-9bea-f6ac97fa7f04,7,2025-11-13,Atestado Médico,8.0
0b19f88e-9d77-445e-b206-c26938b77c07,8,2024-08-25,Atraso,2.8
ddf275eb-e8a3-4341-8881-9065ba2c98ce,8,2022-07-03,Atestado Médico,8.0
75424646-4d37-4539-857d-d3b3a8addf36,8,2024-10-23,Atestado Médico,8.0
0f9240e1-07f9-4d05-b6ca-6b8ba4b1f991,8,2021-02-15,Atraso,7.3
66d06371-d8e8-4ebb-ba9e-8eefffa361be,8,2023-09-06,Atraso,7.3
7d824264-1ba3-42e7-afa4-15e56d204496,8,2024-11-14,Licença Paternidade/Maternidade,8.0
12d0498d-718d-4d05-a8e2-2743b65feea9,8,2024-02-20,Atestado Médico,8.0
9bb96155-5275-4b94-94ae-af5ce63658c9,8,2021-12-16,Atestado Médico,8.0
466772ce-204e-478c-90d0-8d1125f934bf,8,2021-06-27,Falta Injustificada,8.0
8c611654-95da-45c1-a211-50f99fd34579,8,2023-07-20,Atraso,7.6
fe9fecaa-6182-4347-933f-5a72b64fa54a,8,2026-08-11,Atestado Médico,8.0
7426b193-4b7e-4b3c-87d2-92a698eeac2b,8,2024-05-14,Atestado Médico,8.0
1963c26d-6e21-4b09-9afd-4015816bcb9f,8,2022-10-01,Atestado Médico,8.0
da509fed-1d4a-4d81-b3a7-d0e0cb08587d,8,2024-08-27,Falta Injustificada,8.0
c4dabddb-e0b1-4aba-a6a2-7967a79b44b6,8,2026-06-20,Atestado Médico,8.0
370bc063-dd90-479e-b888-f6ed8d244e3e,8,2023-06-14,Atestado Médico,8.0
3a7e8e14-e359-4ee1-b399-1a476e191042,8,2024-12-10,Atestado Médico,8.0
74188109-d3d1-4f0f-96c4-38e469efafb1,8,2022-06-23,Atestado Médico,8.0
18578baf-bac7-42b9-aa7e-4c3666132e69,8,2023-08-20,Atestado Médico,8.0
aa448259-5001-4b7b-ad40-67f450032b35,8,2025-10-24,Atestado Médico,8.0
2713582c-f41e-43ac-9fd2-31094140752c,8,2022-10-07,Falta Injustificada,8.0
112fa612-7969-4ed2-ac48-bf55afd380c4,8,2022-03-10,Atestado Médico,8.0
17dded81-15da-405c-94ef-00aa175a81ec,8,2023-03-25,Atestado Médico,8.0
bd21bc11-be9d-41ee-98b8-72456e8f75a1,8,2025-11-09,Atestado Médico,8.0
8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,8,2023-10-13,Atestado Médico,8.0
8fc42092-f4e5-49e5-9622-93480f5ae9d3,8,2021-09-02,Atestado Médico,8.0
1f4a8ca1-ab85-4d59-9463-adc78fca7b6a,8,2022-05-27,Atestado Médico,8.0
aa53c19c-dfa4-4b9f-9a85-6750692ac139,8,2023-03-19,Atestado Médico,8.0
de3b496f-6c45-46f6-8012-a0fff0ede303,8,2024-04-12,Atestado Médico,8.0
f7e8f8e5-0d2b-41ef-b897-6ec5ea74bb18,9,2026-07-19,Atestado Médico,8.0
5a057c11-4ffc-46b1-99b4-79d449a214ae,9,2026-02-26,Atraso,7.9
36760ce5-81e5-49f6-93f2-77cc1a85910d,10,2023-07-15,Atestado Médico,8.0
39681c81-7b70-43b8-a81f-dec3279c658a,10,2025-08-19,Licença Paternidade/Maternidade,8.0
d86a6460-59a1-420e-9bb4-3332d8e7012f,10,2024-12-14,Atestado Médico,8.0
c33a1f6c-1d69-4fba-9e18-7b248e676a01,10,2023-06-17,Falta Injustificada,8.0
cea60f4c-39e5-4ff0-92f8-37d447503f1d,10,2026-08-03,Falta Injustificada,8.0
f97be2dd-8f9b-42ae-985c-16bd6dda4f8d,10,2023-09-09,Atestado Médico,8.0
9d132363-9f29-4a8b-9184-6c39c4767556,10,2026-03-14,Atestado Médico,8.0
06b89231-8e86-4f3c-a487-eeabaccb461a,10,2025-01-07,Atestado Médico,8.0
d4578ad9-a867-4096-add8-77c89be71737,10,2024-09-14,Atestado Médico,8.0
2e2fbf77-0769-49d6-8477-7442b18753e6,11,2026-07-15,Atraso,3.5
4f199ec0-c32d-4526-b3e4-110a45f50c52,11,2025-08-10,Licença Paternidade/Maternidade,8.0
01902620-59dc-4bd0-96fe-bfb9ebe9e207,11,2023-02-08,Atraso,5.3
90fa6b57-24ac-4130-9eaf-528d2e709838,11,2025-11-03,Atestado Médico,8.0
2451e5a4-11d0-49b2-a699-cd99a847bce7,11,2026-04-11,Falta Injustificada,8.0
07d924ce-f8c8-4fae-a217-8f84bdb025ff,11,2026-01-30,Atraso,6.4
3712f2d1-87cd-46a1-bf01-2e32177d6e7e,11,2025-11-09,Atestado Médico,8.0
5744f596-7422-4167-ab7a-2460604e46cb,11,2022-10-22,Atestado Médico,8.0
b8ba8368-4fc7-4768-9ebb-cca5284bf962,11,2025-07-24,Falta Injustificada,8.0
914dcfae-f100-43a7-86de-b2f0530ac1c7,11,2022-08-01,Atestado Médico,8.0
0d77c5a0-e222-46a6-95bf-be9798a21f1c,11,2025-07-23,Licença Paternidade/Maternidade,8.0
9e2aa4ac-c122-45b3-a84c-03d227d415b6,11,2025-08-30,Atestado Médico,8.0
45a88829-14e2-46e5-ac89-36bc0cbd3c03,11,2022-04-05,Falta Injustificada,8.0
7c54535f-6c8c-4b6a-a974-d079716fda0a,11,2023-10-09,Atestado Médico,8.0
45ee432d-6a07-4213-b129-cec79b69554d,11,2026-06-18,Atestado Médico,8.0
1d2324e6-8329-40b7-8143-f426372f871a,11,2024-07-05,Atestado Médico,8.0
4882d73c-1c63-45ab-ae0e-d1e8585d3f86,11,2022-03-24,Licença Paternidade/Maternidade,8.0
7c93f6cc-97d7-4560-adb1-4670ad9fb00d,11,2025-04-15,Falta Injustificada,8.0
0ba078e8-4ef4-42c1-aac9-331686e52753,11,2024-02-01,Atestado Médico,8.0
996d5c50-fc04-4168-a52f-fb493873e57f,12,2025-02-09,Atestado Médico,8.0
4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,12,2025-09-07,Atraso,3.3
2321d1e1-c471-44c0-b613-6e15f200c261,13,2022-06-21,Atestado Médico,8.0
53ffd3a2-4a19-4501-8169-b9fcc3a00c6f,13,2022-08-12,Licença Paternidade/Maternidade,8.0
bf3c5140-7f54-4511-81fa-964e1eb74b56,13,2022-03-24,Atestado Médico,8.0
61554667-2112-407c-acfa-55b06e3f683a,13,2025-11-23,Atestado Médico,8.0
8011316b-3ae8-4926-b423-ccde88575117,13,2024-07-05,Atestado Médico,8.0
ce6322b6-ab05-447f-9556-b37d8f0881ee,13,2026-05-26,Atestado Médico,8.0
dc9c96de-65a6-44c2-9273-8a235aaab32f,13,2023-07-16,Falta Injustificada,8.0
04cc3ede-6fac-4673-8ad4-5230bdf66ba5,13,2024-06-18,Atestado Médico,8.0
dcb33df3-13ee-4dc6-abd1-4d2c75b27455,13,2024-04-19,Atestado Médico,8.0
92ca525a-6de5-4332-9364-f3d05024bdc6,13,2026-08-10,Atraso,2.9
6aedfdc7-a3e0-4309-b5a1-b94967884209,13,2022-05-29,Atestado Médico,8.0
0556daea-67b0-4283-9d7c-00984a1dab32,13,2022-12-05,Atestado Médico,8.0
cd2372c2-2bff-417b-9324-01fcf758dce2,13,2026-08-11,Atraso,6.8
d4ffa666-75c8-490d-9e3d-750df296d9f0,13,2024-03-09,Falta Injustificada,8.0
168fae12-5ca2-40c9-ab76-07c9b08a4895,13,2026-01-03,Atestado Médico,8.0
3e49fd09-1b19-48b8-9830-20816fcc57dd,13,2023-02-21,Atraso,6.2
862268d1-6683-4107-96c0-44d06f887f28,13,2023-05-21,Falta Injustificada,8.0
4f6e274b-deda-4027-a550-f74a1422373f,13,2025-12-30,Atestado Médico,8.0
5543fc3c-38b8-424e-96ea-57b3beed10b6,13,2022-02-17,Atestado Médico,8.0
82af085c-138d-494c-ab0a-beddc77444cb,13,2024-02-11,Falta Injustificada,8.0
828c37e7-87d5-47be-9d30-d990a21b0307,13,2021-11-28,Falta Injustificada,8.0
5970a859-c6b6-44ad-a7ea-8d5a31a3ac4d,13,2022-04-11,Atestado Médico,8.0
d1a69d87-f54e-4019-ba35-844e59e1ac09,13,2025-09-18,Atraso,7.8
3c7c1d85-25cf-4041-90a6-43fea53bc024,13,2026-04-23,Falta Injustificada,8.0
328067a1-4187-422b-a57d-5e521a5165ca,13,2025-04-12,Atestado Médico,8.0
c29d782b-2722-496e-9a36-d1ec2c6a6e9a,13,2025-07-19,Atestado Médico,8.0
2d5972c6-134a-4a2f-a7cf-705cc257cf73,14,2024-08-17,Atestado Médico,8.0
7e7e7419-a0c1-4035-85d9-5f51f387e1bd,14,2025-07-11,Falta Injustificada,8.0
c2874f06-9050-47ef-8123-5c9176c5a0dc,14,2024-06-14,Atestado Médico,8.0
ec955f87-ae5e-4365-b2eb-74749458054e,14,2022-11-27,Atestado Médico,8.0
a2a2e91f-a49b-4cd9-9082-889be1cde87f,14,2024-08-12,Falta Injustificada,8.0
dd3f487e-52bd-4661-9fe0-a8c7fc8d5b93,14,2022-06-24,Atraso,2.9
26a524e3-50ee-4a92-a091-51e0f891b0c3,14,2023-02-04,Atestado Médico,8.0
71348c2a-780b-4657-917b-355b70944bdb,14,2024-12-13,Licença Paternidade/Maternidade,8.0
46510367-cbdc-4318-8d85-a3d2a1a27485,14,2024-06-19,Atestado Médico,8.0
81e0d489-5a18-42a3-8e61-4bcd97674900,14,2026-03-04,Licença Paternidade/Maternidade,8.0
73b0a091-7634-4169-8f76-e38812fe28bf,14,2026-08-07,Atestado Médico,8.0
d4ea120a-5e65-4654-8e90-58b609a0a0f6,14,2026-03-03,Atestado Médico,8.0
dd3f7d7e-a508-4c95-93a4-a492497de16d,14,2023-11-14,Falta Injustificada,8.0
9d713084-171d-4bf9-9af4-81a7fa34d2e8,14,2025-09-05,Atestado Médico,8.0
7674456f-626d-419d-81cf-325298159d6c,14,2024-07-15,Atestado Médico,8.0
cab4923b-f448-4385-8de7-ad6c949077c2,14,2025-12-24,Falta Injustificada,8.0
7321bf6b-0a80-46ec-a558-2e16bd29ede9,14,2024-06-25,Falta Injustificada,8.0
a6ded1d8-9258-47b7-8f50-1889e8b77f7b,14,2023-01-03,Falta Injustificada,8.0
79c2d2e4-9ae1-4991-924f-93ff30307633,14,2026-03-09,Falta Injustificada,8.0
0fd6f47e-f52d-4af2-a69e-d4c980599b93,14,2023-09-17,Atestado Médico,8.0
e62d2d06-cf9b-4558-9a7f-195b73557b9d,14,2025-01-16,Atestado Médico,8.0
b6dd6257-fb7d-4f1c-97eb-89b1d65e59dd,16,2025-12-22,Atestado Médico,8.0
2c2cd22b-a568-45c6-812a-1f9b15969802,16,2025-09-04,Atestado Médico,8.0
7010ed13-b526-422d-bf6c-21f70a0537f0,16,2025-03-26,Atraso,5.4
85d2d0a6-8629-4b5d-b07d-f251fdb1429e,16,2026-05-11,Atestado Médico,8.0
5f733a3e-5d28-4aa4-a8a3-97799c1c3517,16,2025-11-26,Atestado Médico,8.0
68a51c68-632d-4b5e-886b-b6bfeafde7d9,16,2026-03-15,Atestado Médico,8.0
990f0c5b-adcc-4daf-969f-3ab3c6435300,16,2025-05-20,Atraso,2.0
a5b5cdc2-a181-485e-8a0a-c6ac0d67d38e,16,2025-02-28,Atestado Médico,8.0
18318aa3-5466-4d19-90df-997455ab946d,16,2025-11-28,Atestado Médico,8.0
48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,17,2022-06-06,Atestado Médico,8.0
a8149562-da00-4f16-b946-9bcf4082cbb9,17,2022-04-29,Falta Injustificada,8.0
df8f4197-9a4a-49b2-a806-133cf6e39356,17,2023-02-04,Atestado Médico,8.0
952e6abb-14dd-4061-9557-36f8267eddce,17,2024-10-16,Atraso,1.9
598ddaec-eaaf-4543-a434-a678a9e27ba9,17,2024-04-28,Atraso,3.6
b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,17,2025-12-11,Atestado Médico,8.0
98549f22-2102-49c9-a457-5bc4a981b098,17,2025-09-07,Falta Injustificada,8.0
4f40c22f-15b0-4530-b020-e992b576255e,17,2024-10-22,Atraso,3.9
caaa5bbe-a4bb-4962-a06e-0e1c8f158449,17,2025-12-10,Falta Injustificada,8.0
ab8cbf97-20b7-4785-902c-e0c154170a17,17,2025-11-08,Atestado Médico,8.0
bd20563b-f275-45f3-9436-a7a8b3ecb951,17,2022-08-24,Atestado Médico,8.0
86c1b6cb-e996-40f7-af77-520eff4625af,17,2024-02-08,Falta Injustificada,8.0
6c645c15-aba3-41cb-a561-e1e917ec889c,17,2025-06-14,Atestado Médico,8.0
5cd33369-04aa-41b7-9ca0-c428822c4d32,17,2022-05-02,Falta Injustificada,8.0
36d55494-f37f-450d-ae25-b5ee4f11d8dc,17,2026-06-15,Atraso,4.4
7c7c404e-c422-403e-b29a-6339577bc55a,18,2024-05-05,Atraso,1.2
23377bbc-fffe-47c8-b9fe-b99c31274148,19,2025-07-26,Atestado Médico,8.0
d82c7565-4bb9-47ec-93c1-175427aa7cbc,19,2025-11-19,Atestado Médico,8.0
c5580bb2-81f7-43fb-99e4-5c6ac9c23e69,19,2025-11-19,Atraso,7.7
e238fe93-bd17-45e8-95ca-69ab8a2e6a93,19,2026-06-17,Licença Paternidade/Maternidade,8.0
56363094-a974-41db-89a9-d1c186cac6f4,19,2025-10-08,Atestado Médico,8.0
218c6e1c-9e37-4f7a-842c-bc39e05b46c5,20,2026-02-14,Atraso,4.8
29890880-277d-4be9-a070-b6a198e52499,21,2023-09-10,Atraso,3.8
c566aa81-b15e-44f6-94d3-07952e4bebc4,21,2024-05-31,Atestado Médico,8.0
2a60c652-e714-4668-8f1d-7d3a9feefdff,21,2024-01-14,Atestado Médico,8.0
692e07b6-0b2f-4d5c-b00b-5d5fb89f72f3,21,2025-11-25,Atestado Médico,8.0
3ccec76c-b836-4448-ad26-1ec55d42b9e9,21,2023-11-12,Atestado Médico,8.0
48f1096d-9c4f-4b46-b1b7-01aaf836f571,21,2024-07-16,Atestado Médico,8.0
72ecf16e-c8a7-43e9-bfa0-16c2c09cb506,21,2023-06-21,Licença Paternidade/Maternidade,8.0
4f3949a8-3d3a-4582-88b4-f4743be79df4,21,2023-08-20,Atestado Médico,8.0
78116802-c8cc-4cfe-8f01-f944f7315749,21,2025-03-22,Atestado Médico,8.0
5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,21,2024-09-18,Atestado Médico,8.0
fc043f08-9207-4158-b277-1f63ada58417,21,2024-01-21,Atestado Médico,8.0
48223120-c4f9-4ccd-b630-a8a770cafdd8,22,2024-12-19,Atraso,2.4
87079ad4-80be-4e35-a1c2-645ac7332304,22,2026-06-15,Atestado Médico,8.0
d11fc8c0-297c-44ff-b75d-599f6b2d5b09,22,2026-02-03,Atestado Médico,8.0
236e1608-9acb-494a-8d1f-5318331f63fb,22,2024-11-28,Falta Injustificada,8.0
a4244f23-0d5b-47cd-8000-35f0df7d0dd7,22,2022-12-18,Atestado Médico,8.0
8df661da-5f07-41a5-9fc6-20ce7b07fd31,22,2025-02-01,Atestado Médico,8.0
d88c656d-b61e-4fdb-9a43-5206ef2ddcc4,22,2023-01-05,Atestado Médico,8.0
48f9e3d0-1fea-41e0-99e6-04b38412a335,22,2026-05-12,Atestado Médico,8.0
45d5a68d-290a-4abb-835b-9fea1578d709,22,2023-02-09,Atestado Médico,8.0
25b8a42f-836b-45c7-a7c2-25da73069588,22,2023-08-23,Atestado Médico,8.0
f24823ab-177a-4a5f-affe-33b3d4bf7a4b,22,2026-02-21,Atestado Médico,8.0
737d1fb6-d113-46e0-b8d7-7b9ae916da57,22,2022-08-18,Atraso,6.5
06d3db93-ee33-488d-997e-6845e27718c5,22,2025-02-21,Atestado Médico,8.0
808389c8-657e-41c9-8da2-3e5c6a36af18,22,2021-10-25,Atestado Médico,8.0
fe9936a3-62db-4850-bc5b-f3a75fbbf0b1,22,2023-05-10,Falta Injustificada,8.0
07374c86-397b-4f51-9ffa-46ef14e4180c,22,2026-08-13,Atestado Médico,8.0
d6d441cc-195d-42f8-ae4a-9b5d519554e3,22,2022-08-12,Falta Injustificada,8.0
ca97ebf5-55d5-46af-a663-d2cdb6f6dbf1,22,2022-07-13,Atestado Médico,8.0
4970ed9a-09ce-4cfb-a339-ba1925637cc3,22,2024-10-30,Atraso,2.8
b231c60b-78f2-4e6b-946b-415deada79a3,22,2022-10-12,Atestado Médico,8.0
b49e04cc-c243-49e7-a387-eaf6d4c3a832,22,2022-06-02,Atestado Médico,8.0
01582463-9d87-46a0-b2d7-8bdd781799ff,22,2025-07-04,Atestado Médico,8.0
41843b03-04dd-4054-9448-23f7e7e646c7,22,2021-12-11,Atraso,1.9
8c7e6f42-2646-4af9-95c0-244d3735262d,22,2023-10-23,Atestado Médico,8.0
871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,22,2026-03-25,Atestado Médico,8.0
49c10669-c6b3-4fe6-9c76-bdf66c5a6c93,23,2025-07-24,Atestado Médico,8.0
0c394ec7-1f31-4405-8d18-3eba3cd5fd7f,23,2023-11-01,Falta Injustificada,8.0
cb3cf8ca-a392-4731-ab79-afcc3d0a5f0c,23,2024-09-20,Atestado Médico,8.0
1c612ec2-1014-4131-b505-65f59f708368,23,2025-03-26,Atraso,1.4
98c3e3ca-7ff4-4ec6-a7b7-b4c6d6312a80,23,2026-02-08,Atestado Médico,8.0
83efa9f3-a1c7-4c8a-8435-1b64893ad232,23,2024-05-19,Atestado Médico,8.0
24c173b9-b7f2-4572-bdef-a84993364f7e,23,2024-02-07,Atestado Médico,8.0
9d642932-0066-453d-ade2-99a14a90cd0c,24,2025-04-14,Atestado Médico,8.0
6aa42c9f-9217-4475-bd95-9e3f5a5226e6,24,2026-03-17,Atestado Médico,8.0
15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,24,2025-01-15,Atestado Médico,8.0
11536e99-5c50-4720-b982-f4e08603156a,24,2025-06-19,Falta Injustificada,8.0
81e03a5e-8b48-4496-86ab-d4e7f4124360,24,2025-09-09,Atestado Médico,8.0
8ddce719-81f3-4dd4-bd03-4adac9525185,24,2024-05-01,Atestado Médico,8.0
785ac5d0-df92-4621-a3f4-c69d0534a101,24,2025-04-17,Atestado Médico,8.0
fb25664d-630a-4767-a2bb-522b0b251279,24,2025-06-09,Atestado Médico,8.0
04287378-bf50-43f4-80ef-39355f90bed6,24,2024-08-24,Atestado Médico,8.0
5844f9fc-114b-4547-89dc-72b85b6a8102,24,2025-10-01,Atestado Médico,8.0
a0d572c8-a837-4e68-bba2-05ca3dba6da8,24,2024-02-24,Atestado Médico,8.0
bc3536df-94f7-4dba-8581-1d2d1a89b71e,24,2026-01-24,Atraso,6.5
0b599562-2227-419f-951f-f086c1b5b5ca,24,2026-06-16,Atraso,5.6
d0421dfa-56ab-487a-8bc7-8e815a304528,24,2024-11-14,Atestado Médico,8.0
c775e395-d494-45f0-acd2-a404a48e40f1,24,2025-04-24,Atestado Médico,8.0
b20507bb-fb16-4757-b6f1-86abaf475b49,27,2025-10-12,Falta Injustificada,8.0
cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,28,2026-06-14,Atestado Médico,8.0
c6b469ef-b74e-4a93-9027-5b532285b2ef,28,2024-10-30,Atestado Médico,8.0
4b1f0d7b-0977-4513-b52a-7d25f1901b7e,28,2025-11-26,Atestado Médico,8.0
33107475-ca86-4225-8b36-e356339b77a8,28,2026-07-11,Falta Injustificada,8.0
eef16694-50ca-432d-8aba-590ee2c328aa,28,2025-10-09,Falta Injustificada,8.0
fd372539-65f2-42f9-83f0-2dc74f612217,28,2024-09-25,Atestado Médico,8.0
40d92bce-7930-4a20-8b04-0f49d0be73ee,29,2025-11-20,Atestado Médico,8.0
30ec2796-a59b-457f-80d7-ac73095ffa81,30,2024-02-26,Atestado Médico,8.0
c7e53bbb-dcb5-4c53-9b62-a8df493e904d,30,2024-04-28,Falta Injustificada,8.0
54f90429-a7de-42cc-9da4-f4a70c3ce284,30,2024-09-27,Atestado Médico,8.0
5e368127-cca1-445c-9fdd-980a45f18619,30,2025-09-20,Atestado Médico,8.0
be4969ec-6667-43bb-a3b5-63606fdc0bad,31,2025-01-06,Falta Injustificada,8.0
62fb26d7-f4db-4a07-a506-f6707092947d,31,2025-08-15,Atestado Médico,8.0
7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,31,2025-06-08,Falta Injustificada,8.0
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,31,2024-10-09,Atestado Médico,8.0
